site+ADs-core+ADs-depth+ADs-cn+ADs-d13C+ADs-d15N
Sfhu+ADs-2+ADs-23+ADs-18,61+ADs-26,87+ADs-
Sfhu+ADs-2+ADs-25+ADs-17,06+ADs-27,71+ADs-
Sfhu+ADs-2+ADs-27+ADs-17,1+ADs-27,43+ADs-
Sfhu+ADs-2+ADs-29+ADs-15,65+ADs-27,45+ADs-
Sfhu+ADs-2+ADs-31+ADs-18,74+ADs-28,09+ADs-
Sfhu+ADs-2+ADs-33+ADs-15,56+ADs-27,49+ADs-
Sfhu+ADs-2+ADs-35+ADs-17,02+ADs-27,56+ADs-
Sfhu+ADs-2+ADs-37+ADs-18,39+ADs-28,04+ADs-
Sfhu+ADs-2+ADs-39+ADs-21,33+ADs-27,92+ADs-
Sfhu+ADs-2+ADs-41+ADs-22,87+ADs-27,6+ADs-
Sfhu+ADs-2+ADs-43+ADs-26,41+ADs-27,92+ADs-
Sfhu+ADs-2+ADs-45+ADs-28,75+ADs-27,4+ADs-
Sfhu+ADs-2+ADs-47+ADs-22,78+ADs-26,43+ADs-
Sfhu+ADs-2+ADs-49+ADs-24,29+ADs-26,13+ADs-
Sfhu+ADs-3+ADs-1,4+ADs-67,34+ADs-27,94+ADs-
Sfhu+ADs-3+ADs-4,1+ADs-43,07+ADs-27,92+ADs-
Sfhu+ADs-3+ADs-6,9+ADs-43,4+ADs-27,15+ADs-
Sfhu+ADs-3+ADs-9,6+ADs-63,86+ADs-26,12+ADs-
Sfhu+ADs-3+ADs-12,4+ADs-77,51+ADs-25,68+ADs-
Sfhu+ADs-3+ADs-15,1+ADs-40,36+ADs-25,75+ADs-
Sfhu+ADs-3+ADs-17,9+ADs-42,19+ADs-26,97+ADs-
Sfhu+ADs-3+ADs-20,6+ADs-45,52+ADs-26,87+ADs-
Sfhu+ADs-3+ADs-23,4+ADs-38,3+ADs-26,63+ADs-
Sfhu+ADs-3+ADs-26,1+ADs-32,85+ADs-26,85+ADs-
Sfhu+ADs-3+ADs-28,9+ADs-28,86+ADs-27+ADs-
Sfhu+ADs-3+ADs-31,6+ADs-21,4+ADs-27,11+ADs-
Sfhu+ADs-3+ADs-34,4+ADs-26,01+ADs-27,1+ADs-
Sfhu+ADs-3+ADs-37,1+ADs-22,57+ADs-27,53+ADs-
Sfhu+ADs-3+ADs-39,9+ADs-29,16+ADs-27,65+ADs-
Sfhu+ADs-3+ADs-42,6+ADs-22,35+ADs-27,23+ADs-
Sfhu+ADs-3+ADs-45,4+ADs-37,4+ADs-26,95+ADs-
Sfhu+ADs-3+ADs-48,1+ADs-27,26+ADs-27,21+ADs-
Sfhu+ADs-3+ADs-50,9+ADs-34,37+ADs-27,57+ADs-
Sfhu+ADs-3+ADs-53,6+ADs-31,59+ADs-28,17+ADs-
Tthu+ADs-1+ADs-1,6+ADs-34,37+ADs-27,15+ADs-
Tthu+ADs-1+ADs-4,9+ADs-47,63+ADs-27,12+ADs-
Tthu+ADs-1+ADs-8,2+ADs-52,96+ADs-25,76+ADs-
Tthu+ADs-1+ADs-11,4+ADs-62,59+ADs-25,95+ADs-
Tthu+ADs-1+ADs-14,7+ADs-36,69+ADs-26,14+ADs-
Tthu+ADs-1+ADs-18+ADs-50,85+ADs-25,82+ADs-
Tthu+ADs-1+ADs-21,2+ADs-36,28+ADs-25,62+ADs-
Tthu+ADs-1+ADs-24,5+ADs-38,66+ADs-25,26+ADs-
Tthu+ADs-1+ADs-27,8+ADs-30,49+ADs-26,11+ADs-
Tthu+ADs-1+ADs-31+ADs-35,14+ADs-25,77+ADs-
Tthu+ADs-1+ADs-34,3+ADs-49,9+ADs-24,62+ADs-
Tthu+ADs-1+ADs-37,6+ADs-49,43+ADs-24,96+ADs-
Tthu+ADs-1+ADs-40,8+ADs-40,75+ADs-26,35+ADs-
Tthu+ADs-1+ADs-44,1+ADs-39,07+ADs-26,48+ADs-
Tthu+ADs-1+ADs-47,4+ADs-35,57+ADs-26,62+ADs-
Tthu+ADs-2+ADs-1,1+ADs-33,86+ADs-28,93+ADs-
Tthu+ADs-2+ADs-3,3+ADs-43,46+ADs-28,27+ADs-
Tthu+ADs-2+ADs-5,6+ADs-49,08+ADs-27,99+ADs-
Tthu+ADs-2+ADs-7,8+ADs-57,63+ADs-27,49+ADs-
Tthu+ADs-2+ADs-10+ADs-44,42+ADs-27,43+ADs-
Tthu+ADs-2+ADs-12,3+ADs-42,13+ADs-27,51+ADs-
Tthu+ADs-2+ADs-14,5+ADs-45,93+ADs-26,81+ADs-
Tthu+ADs-2+ADs-16,7+ADs-49,72+ADs-26,76+ADs-
Tthu+ADs-2+ADs-18,9+ADs-34,43+ADs-26,5+ADs-
Tthu+ADs-2+ADs-21,2+ADs-31,74+ADs-26,93+ADs-
Tthu+ADs-2+ADs-23,4+ADs-38,5+ADs-26,38+ADs-
Tthu+ADs-2+ADs-25,6+ADs-73,97+ADs-25,68+ADs-
Tthu+ADs-2+ADs-27,8+ADs-87,93+ADs-25,02+ADs-
Tthu+ADs-2+ADs-30,1+ADs-90,76+ADs-25,17+ADs-
Tthu+ADs-2+ADs-32,3+ADs-96,43+ADs-25,5+ADs-
Tthu+ADs-2+ADs-34,5+ADs-82,46+ADs-26,12+ADs-
Tthu+ADs-2+ADs-36,8+ADs-74,34+ADs-25,69+ADs-
Tthu+ADs-2+ADs-39+ADs-52,51+ADs-26,3+ADs-
Tthu+ADs-2+ADs-41,2+ADs-44,3+ADs-24,62+ADs-
Tthu+ADs-2+ADs-43,4+ADs-52,14+ADs-25,3+ADs-
Tthu+ADs-2+ADs-45,7+ADs-49,24+ADs-25,27+ADs-
Tthu+ADs-2+ADs-47,9+ADs-54,16+ADs-25,5+ADs-
Tthu+ADs-3+ADs-1,5+ADs-30,86+ADs-27,29+ADs-
Tthu+ADs-3+ADs-4,5+ADs-40,98+ADs-27,4+ADs-
Tthu+ADs-3+ADs-7,5+ADs-54,1+ADs-27,12+ADs-
Tthu+ADs-3+ADs-10,5+ADs-39,55+ADs-27,69+ADs-
Tthu+ADs-3+ADs-13,5+ADs-45,5+ADs-26,93+ADs-
Tthu+ADs-3+ADs-16,5+ADs-30,4+ADs-26,47+ADs-
Tthu+ADs-3+ADs-19,5+ADs-39,23+ADs-25,82+ADs-
Tthu+ADs-3+ADs-22,5+ADs-50,22+ADs-25,57+ADs-
Tthu+ADs-3+ADs-25,5+ADs-27,78+ADs-27,19+ADs-
Tthu+ADs-3+ADs-28,5+ADs-33,16+ADs-27,14+ADs-
Tthu+ADs-3+ADs-31,5+ADs-31,26+ADs-26,91+ADs-
Tthu+ADs-3+ADs-34,5+ADs-37,19+ADs-27,47+ADs-
Tthu+ADs-3+ADs-37,5+ADs-40,28+ADs-26,99+ADs-
Tthu+ADs-3+ADs-40,5+ADs-41,59+ADs-26,87+ADs-
Tthu+ADs-3+ADs-43,5+ADs-44,15+ADs-26,77+ADs-
Tthu+ADs-3+ADs-46,5+ADs-42,8+ADs-26,78+ADs-
Sdhud+ADs-1+ADs-1+ADs-21,81+ADs-27,08+ADs-
Sdhud+ADs-1+ADs-3+ADs-21,09+ADs-27,15+ADs-
Sdhud+ADs-1+ADs-5+ADs-20,78+ADs-27,04+ADs-
Sdhud+ADs-1+ADs-7+ADs-19,9+ADs-27,33+ADs-
Sdhud+ADs-1+ADs-9+ADs-20,03+ADs-26,96+ADs-
Sdhud+ADs-1+ADs-11+ADs-18,02+ADs-27,22+ADs-
Sdhud+ADs-1+ADs-13+ADs-15,74+ADs-27,68+ADs-
Sdhud+ADs-1+ADs-15+ADs-14,01+ADs-28,22+ADs-
Sdhud+ADs-1+ADs-17+ADs-13,16+ADs-28,4+ADs-
Sdhud+ADs-1+ADs-19+ADs-12,98+ADs-28,44+ADs-
Sdhud+ADs-1+ADs-21+ADs-12,76+ADs-28,5+ADs-
Sdhud+ADs-1+ADs-23+ADs-12,71+ADs-28,65+ADs-
Sdhud+ADs-1+ADs-25+ADs-12,6+ADs-28,64+ADs-
Sdhud+ADs-1+ADs-27+ADs-12,77+ADs-28,4+ADs-
Sdhud+ADs-1+ADs-29+ADs-12,74+ADs-28,34+ADs-
Sdhud+ADs-1+ADs-31+ADs-13,39+ADs-28,39+ADs-
Sdhud+ADs-1+ADs-33+ADs-15,52+ADs-28,39+ADs-
Sdhud+ADs-1+ADs-35+ADs-17,34+ADs-28,44+ADs-
Sdhud+ADs-1+ADs-37+ADs-16,68+ADs-28,69+ADs-
Sdhud+ADs-1+ADs-39+ADs-15,17+ADs-29+ADs-
Sdhud+ADs-1+ADs-41+ADs-15,9+ADs-28,92+ADs-
Sdhud+ADs-1+ADs-43+ADs-15,54+ADs-+ADs-
Sdhud+ADs-1+ADs-45+ADs-16,26+ADs-28,65+ADs-
Sdhud+ADs-1+ADs-47+ADs-14,74+ADs-29,11+ADs-
Sdhud+ADs-1+ADs-49+ADs-14,91+ADs-28,32+ADs-
Sdhud+ADs-1+ADs-51+ADs-19,39+ADs-+ADs-
Sdhud+ADs-1+ADs-53+ADs-15,12+ADs-28,4+ADs-
Sdhud+ADs-1+ADs-55+ADs-14,39+ADs-27,48+ADs-
Sdhud+ADs-1+ADs-57+ADs-14,82+ADs-27,35+ADs-
Sdhud+ADs-1+ADs-59+ADs-15,23+ADs-28,27+ADs-
Sdhud+ADs-1+ADs-61+ADs-16,25+ADs-28,72+ADs-
Sdhud+ADs-2+ADs-1+ADs-35,72+ADs-26,02+ADs-
Sdhud+ADs-2+ADs-5+ADs-44,18+ADs-25,9+ADs-
Sdhud+ADs-2+ADs-9+ADs-80,65+ADs-24,88+ADs-
Sdhud+ADs-2+ADs-13+ADs-44,38+ADs-24,98+ADs-
Sdhud+ADs-2+ADs-17+ADs-29,35+ADs-26,38+ADs-
Sdhud+ADs-2+ADs-21+ADs-31,7+ADs-26,84+ADs-
Sdhud+ADs-2+ADs-25+ADs-32,3+ADs-26,56+ADs-
Sdhud+ADs-2+ADs-29+ADs-39,44+ADs-26,09+ADs-
Sdhud+ADs-2+ADs-33+ADs-36,16+ADs-26,46+ADs-
Sdhud+ADs-2+ADs-37+ADs-22,88+ADs-26,35+ADs-
Sdhud+ADs-2+ADs-41+ADs-17,53+ADs-26,78+ADs-
Sdhud+ADs-2+ADs-45+ADs-16,87+ADs-26,8+ADs-
Sdhud+ADs-3+ADs-1+ADs-30,56+ADs-27,25+ADs-
Sdhud+ADs-3+ADs-3+ADs-27,93+ADs-27,64+ADs-
Sdhud+ADs-3+ADs-5+ADs-27,29+ADs-27,55+ADs-
Sdhud+ADs-3+ADs-7+ADs-27,59+ADs-27,75+ADs-
Sdhud+ADs-3+ADs-9+ADs-27,34+ADs-27,64+ADs-
Sdhud+ADs-3+ADs-11+ADs-31,83+ADs-27,63+ADs-
Sdhud+ADs-3+ADs-13+ADs-21,99+ADs-26,94+ADs-
Sdhud+ADs-3+ADs-15+ADs-16,63+ADs-26,78+ADs-
Sdhud+ADs-3+ADs-17+ADs-14,91+ADs-27,16+ADs-
Sdhud+ADs-3+ADs-19+ADs-15,75+ADs-27,13+ADs-
Sdhud+ADs-3+ADs-21+ADs-15,95+ADs-27,11+ADs-
Sdhud+ADs-3+ADs-25+ADs-15,25+ADs-27,11+ADs-
Sdhud+ADs-3+ADs-27+ADs-16,85+ADs-27,15+ADs-
Sdhud+ADs-3+ADs-29+ADs-15,89+ADs-27,43+ADs-
Sdhud+ADs-3+ADs-31+ADs-16,59+ADs-27,37+ADs-
Sdhud+ADs-3+ADs-33+ADs-17+ADs-27,55+ADs-
Sdhud+ADs-3+ADs-35+ADs-16,6+ADs-27,76+ADs-
Sdhud+ADs-3+ADs-37+ADs-17,48+ADs-27,79+ADs-
Sdhud+ADs-3+ADs-39+ADs-17+ADs-27,74+ADs-
Sdhud+ADs-3+ADs-41+ADs-17,04+ADs-27,88+ADs-
Sdhud+ADs-3+ADs-43+ADs-17,49+ADs-27,67+ADs-
Sdhud+ADs-3+ADs-45+ADs-18,33+ADs-28,08+ADs-
Sdhud+ADs-3+ADs-47+ADs-19,32+ADs-27,33+ADs-
Sfhud+ADs-1+ADs-1+ADs-25,4+ADs-28,56+ADs-
Sfhud+ADs-1+ADs-5+ADs-24,82+ADs-27,24+ADs-
Sfhud+ADs-1+ADs-9+ADs-27,07+ADs-26,81+ADs-
Sfhud+ADs-1+ADs-13+ADs-17,81+ADs-27,38+ADs-
Sfhud+ADs-1+ADs-17+ADs-19,61+ADs-27,16+ADs-
Sfhud+ADs-1+ADs-21+ADs-19,07+ADs-27,31+ADs-
Sfhud+ADs-1+ADs-25+ADs-20,95+ADs-26,98+ADs-
Sfhud+ADs-1+ADs-29+ADs-20,74+ADs-26,63+ADs-
Sfhud+ADs-1+ADs-33+ADs-24,9+ADs-25,62+ADs-
Sfhud+ADs-1+ADs-37+ADs-22,85+ADs-25,87+ADs-
Sfhud+ADs-1+ADs-41+ADs-24,24+ADs-25,52+ADs-
Sfhud+ADs-1+ADs-45+ADs-21,11+ADs-25,13+ADs-
Sfhud+ADs-2+ADs-1+ADs-27,1+ADs-27,91+ADs-
Sfhud+ADs-2+ADs-5+ADs-25,97+ADs-26,45+ADs-
Sfhud+ADs-2+ADs-9+ADs-24,01+ADs-26,76+ADs-
Sfhud+ADs-2+ADs-13+ADs-23,88+ADs-27,02+ADs-
Sfhud+ADs-2+ADs-17+ADs-30,8+ADs-26,68+ADs-
Sfhud+ADs-2+ADs-21+ADs-27,3+ADs-26,31+ADs-
Sfhud+ADs-2+ADs-25+ADs-26,62+ADs-26,21+ADs-
Sfhud+ADs-2+ADs-29+ADs-35,33+ADs-25,27+ADs-
Sfhud+ADs-2+ADs-37+ADs-25,14+ADs-27,69+ADs-
Sfhud+ADs-2+ADs-43+ADs-23,92+ADs-27,85+ADs-
Sfhud+ADs-3+ADs-1+ADs-38,33+ADs-25,61+ADs-
Sfhud+ADs-3+ADs-3+ADs-53,56+ADs-25,26+ADs-
Sfhud+ADs-3+ADs-5+ADs-40,26+ADs-26,15+ADs-
Sfhud+ADs-3+ADs-7+ADs-47,08+ADs-26,43+ADs-
Sfhud+ADs-3+ADs-9+ADs-42,54+ADs-26,16+ADs-
Sfhud+ADs-3+ADs-11+ADs-48,66+ADs-24,78+ADs-
Sfhud+ADs-3+ADs-13+ADs-47,26+ADs-24,51+ADs-
Sfhud+ADs-3+ADs-15+ADs-27,23+ADs-25,66+ADs-
Sfhud+ADs-3+ADs-17+ADs-20,09+ADs-26,22+ADs-
Sfhud+ADs-3+ADs-19+ADs-23,03+ADs-25,72+ADs-
Sfhud+ADs-3+ADs-21+ADs-23,72+ADs-25,42+ADs-
Sfhud+ADs-3+ADs-25+ADs-19,31+ADs-25,8+ADs-
Sfhud+ADs-3+ADs-29+ADs-19,47+ADs-26,1+ADs-
Sfhud+ADs-3+ADs-33+ADs-20,3+ADs-26,2+ADs-
Sfhud+ADs-3+ADs-37+ADs-21,63+ADs-26,07+ADs-
Sfhud+ADs-3+ADs-41+ADs-18,47+ADs-26,76+ADs-
Sfhud+ADs-3+ADs-45+ADs-22,1+ADs-26,55+ADs-
Sfhud+ADs-3+ADs-49+ADs-23,78+ADs-26,59+ADs-
Tthud+ADs-1+ADs-1+ADs-32,12+ADs-26,56+ADs-
Tthud+ADs-1+ADs-5+ADs-40,06+ADs-26,11+ADs-
Tthud+ADs-1+ADs-9+ADs-36,23+ADs-26,18+ADs-
Tthud+ADs-1+ADs-13+ADs-34,48+ADs-26,17+ADs-
Tthud+ADs-1+ADs-17+ADs-36,94+ADs-24,96+ADs-
Tthud+ADs-1+ADs-21+ADs-60,17+ADs-25,01+ADs-
Tthud+ADs-1+ADs-25+ADs-71,36+ADs-24,61+ADs-
Tthud+ADs-1+ADs-29+ADs-36,32+ADs-26,81+ADs-
Tthud+ADs-1+ADs-33+ADs-56,57+ADs-25,83+ADs-
Tthud+ADs-1+ADs-37+ADs-60,81+ADs-25,96+ADs-
Tthud+ADs-1+ADs-41+ADs-64,67+ADs-26,87+ADs-
Tthud+ADs-1+ADs-45+ADs-59,11+ADs-26,75+ADs-
Tthud+ADs-1+ADs-49+ADs-55,57+ADs-26,42+ADs-
Tthud+ADs-2+ADs-1+ADs-38,72+ADs-27,12+ADs-
Tthud+ADs-2+ADs-3+ADs-38,14+ADs-26,09+ADs-
Tthud+ADs-2+ADs-5+ADs-55,39+ADs-25,04+ADs-
Tthud+ADs-2+ADs-7+ADs-35,3+ADs-25,62+ADs-
Tthud+ADs-2+ADs-9+ADs-29,31+ADs-26,2+ADs-
Tthud+ADs-2+ADs-11+ADs-54,05+ADs-24,83+ADs-
Tthud+ADs-2+ADs-13+ADs-63,2+ADs-24,95+ADs-
Tthud+ADs-2+ADs-15+ADs-62,07+ADs-24,96+ADs-
Tthud+ADs-2+ADs-17+ADs-55,93+ADs-25,24+ADs-
Tthud+ADs-2+ADs-19+ADs-40,83+ADs-26,39+ADs-
Tthud+ADs-2+ADs-21+ADs-49,12+ADs-25,82+ADs-
Tthud+ADs-2+ADs-23+ADs-47,3+ADs-26,53+ADs-
Tthud+ADs-2+ADs-25+ADs-42,09+ADs-27,24+ADs-
Tthud+ADs-2+ADs-27+ADs-42,13+ADs-26,73+ADs-
Tthud+ADs-2+ADs-29+ADs-41,67+ADs-26,38+ADs-
Tthud+ADs-2+ADs-31+ADs-48,65+ADs-25,54+ADs-
Tthud+ADs-2+ADs-33+ADs-48,96+ADs-26,32+ADs-
Tthud+ADs-2+ADs-35+ADs-36,88+ADs-26,48+ADs-
Tthud+ADs-2+ADs-37+ADs-46,92+ADs-26,59+ADs-
Tthud+ADs-2+ADs-39+ADs-51,71+ADs-27,16+ADs-
Tthud+ADs-2+ADs-41+ADs-51,57+ADs-26,81+ADs-
Tthud+ADs-2+ADs-43+ADs-65,08+ADs-25,27+ADs-
Tthud+ADs-2+ADs-45+ADs-56,37+ADs-25,5+ADs-
Tthud+ADs-2+ADs-47+ADs-51,68+ADs-26,09+ADs-
Tthud+ADs-2+ADs-49+ADs-34,72+ADs-27,06+ADs-
Tthud+ADs-3+ADs-1+ADs-31,28+ADs-26,59+ADs-
Tthud+ADs-3+ADs-3+ADs-31,17+ADs-26,65+ADs-
Tthud+ADs-3+ADs-5+ADs-28,37+ADs-26,86+ADs-
Tthud+ADs-3+ADs-7+ADs-28,04+ADs-27,03+ADs-
Tthud+ADs-3+ADs-9+ADs-25,77+ADs-26,8+ADs-
Tthud+ADs-3+ADs-11+ADs-30,59+ADs-26,97+ADs-
Tthud+ADs-3+ADs-13+ADs-32,99+ADs-27,2+ADs-
Tthud+ADs-3+ADs-15+ADs-32,45+ADs-27,15+ADs-
Tthud+ADs-3+ADs-17+ADs-29,75+ADs-27,17+ADs-
Tthud+ADs-3+ADs-19+ADs-24,04+ADs-27,13+ADs-
Tthud+ADs-3+ADs-21+ADs-22,7+ADs-27,28+ADs-
Tthud+ADs-3+ADs-23+ADs-16,7+ADs-27,14+ADs-
Tthud+ADs-3+ADs-25+ADs-22,21+ADs-27,06+ADs-
Tthud+ADs-3+ADs-27+ADs-19,53+ADs-26,85+ADs-
Tthud+ADs-3+ADs-29+ADs-20,11+ADs-26,8+ADs-
Tthud+ADs-3+ADs-31+ADs-19,02+ADs-26,77+ADs-
Tthud+ADs-3+ADs-33+ADs-20,92+ADs-27,12+ADs-
Tthud+ADs-3+ADs-35+ADs-27,27+ADs-27,14+ADs-
Tthud+ADs-3+ADs-37+ADs-25,85+ADs-27,06+ADs-
Tthud+ADs-3+ADs-39+ADs-23,73+ADs-27,03+ADs-
Tthud+ADs-3+ADs-41+ADs-30,39+ADs-26,87+ADs-
Tthud+ADs-3+ADs-43+ADs-34,95+ADs-26,7+ADs-
Tthud+ADs-3+ADs-45+ADs-33,79+ADs-27,08+ADs-
Sdho+ADs-1+ADs-2+ADs-44,08+ADs-25,73+ADs-
Sdho+ADs-1+ADs-6+ADs-43,67+ADs-26,21+ADs-
Sdho+ADs-1+ADs-10+ADs-49,2+ADs-27,19+ADs-
Sdho+ADs-1+ADs-14+ADs-56,8+ADs-27,14+ADs-
Sdho+ADs-1+ADs-18+ADs-38,5+ADs-27,18+ADs-
Sdho+ADs-1+ADs-22+ADs-39,94+ADs-26,51+ADs-
Sdho+ADs-1+ADs-26+ADs-27,77+ADs-26,43+ADs-
Sdho+ADs-1+ADs-30+ADs-25,34+ADs-26,48+ADs-
Sdho+ADs-1+ADs-34+ADs-23,79+ADs-25,61+ADs-
Sdho+ADs-2+ADs-2+ADs-54,8+ADs-25,27+ADs-
Sdho+ADs-2+ADs-6+ADs-75,83+ADs-26,21+ADs-
Sdho+ADs-2+ADs-10+ADs-94,61+ADs-25,85+ADs-
Sdho+ADs-2+ADs-14+ADs-76,01+ADs-25,8+ADs-
